date,radiation type,"קרינה שעתית 05-06 (וואט/מ""ר)","קרינה שעתית 06-07 (וואט/מ""ר)","קרינה שעתית 07-08 (וואט/מ""ר)","קרינה שעתית 08-09 (וואט/מ""ר)","קרינה שעתית 09-10 (וואט/מ""ר)","קרינה שעתית 10-11 (וואט/מ""ר)","קרינה שעתית 11-12 (וואט/מ""ר)","קרינה שעתית 12-13 (וואט/מ""ר)","קרינה שעתית 13-14 (וואט/מ""ר)","קרינה שעתית 14-15 (וואט/מ""ר)","קרינה שעתית 15-16 (וואט/מ""ר)","קרינה שעתית 16-17 (וואט/מ""ר)","קרינה שעתית 17-18 (וואט/מ""ר)","קרינה שעתית 18-19 (וואט/מ""ר)"
26/11/2017,גלובלית,0,12,141,320,466,557,589,553,458,309,133,11,0,0
27/11/2017,גלובלית,0,14,95,113,406,545,572,539,334,157,84,13,0,0
28/11/2017,גלובלית,0,12,133,325,465,487,487,498,428,300,93,8,0,0
29/11/2017,גלובלית,0,5,39,214,468,180,261,160,192,303,99,8,0,0
30/11/2017,גלובלית,0,11,131,332,477,547,609,570,475,326,86,8,0,0
01/12/2017,גלובלית,0,9,126,327,476,564,592,557,458,304,84,9,0,0
02/12/2017,גלובלית,0,10,124,328,477,568,599,565,471,319,81,8,0,0
03/12/2017,גלובלית,0,8,134,341,489,584,613,580,485,336,78,6,0,0
04/12/2017,גלובלית,0,7,133,342,490,587,583,562,401,331,95,12,0,0
05/12/2017,גלובלית,0,9,77,245,373,431,343,209,177,180,52,7,0,0
06/12/2017,גלובלית,0,4,27,106,195,100,101,97,163,131,70,8,0,0
07/12/2017,גלובלית,0,9,48,38,62,273,282,266,295,167,68,9,0,0
08/12/2017,גלובלית,0,7,105,328,477,573,608,572,475,323,72,8,0,0
09/12/2017,גלובלית,0,6,101,327,477,572,606,572,475,335,81,8,0,0
10/12/2017,גלובלית,0,9,73,149,182,239,388,354,331,242,68,8,0,0
11/12/2017,גלובלית,0,5,72,282,447,551,588,532,327,309,78,10,0,0
12/12/2017,גלובלית,0,7,98,293,424,542,550,510,368,218,52,7,0,0
13/12/2017,גלובלית,0,3,67,245,250,293,150,111,142,139,64,5,0,0
14/12/2017,גלובלית,0,9,106,291,443,270,378,397,233,91,66,9,0,0
15/12/2017,גלובלית,0,8,87,253,434,345,358,445,394,233,88,9,0,0
16/12/2017,גלובלית,0,6,77,275,429,535,576,542,448,311,76,10,0,0
17/12/2017,גלובלית,0,6,100,274,426,524,515,545,349,153,81,11,0,0
18/12/2017,גלובלית,0,4,79,171,266,245,556,533,359,218,80,10,0,0
19/12/2017,גלובלית,0,3,36,67,77,252,314,292,298,165,73,7,0,0
20/12/2017,גלובלית,0,3,65,157,214,272,284,244,196,138,64,7,0,0
21/12/2017,גלובלית,0,2,37,108,298,352,316,389,184,233,64,7,0,0
22/12/2017,גלובלית,0,3,63,185,337,269,217,236,242,182,79,11,0,0
23/12/2017,גלובלית,0,3,57,143,216,359,381,220,142,107,54,7,0,0
24/12/2017,גלובלית,0,4,85,88,90,118,77,41,79,76,18,4,0,0
25/12/2017,גלובלית,0,6,92,164,261,381,229,482,285,314,93,12,0,0
26/12/2017,גלובלית,0,3,69,293,445,547,590,572,487,340,93,10,0,0
27/12/2017,גלובלית,0,4,59,228,432,554,583,493,402,242,98,15,0,0
28/12/2017,גלובלית,0,3,55,192,354,471,420,365,304,185,84,11,0,0
29/12/2017,גלובלית,0,2,34,100,150,171,275,317,272,231,106,16,0,0
30/12/2017,גלובלית,0,3,52,250,248,119,340,228,143,149,89,14,0,0
31/12/2017,גלובלית,0,3,62,120,355,361,308,334,291,343,98,11,0,0
01/01/2018,גלובלית,0,3,52,43,12,68,68,136,129,229,117,11,0,0
02/01/2018,גלובלית,0,1,42,194,318,297,434,221,194,121,71,15,0,0
03/01/2018,גלובלית,0,4,87,240,455,448,453,441,258,150,70,20,0,0
04/01/2018,גלובלית,0,16,62,97,48,85,208,141,272,148,87,10,0,0
05/01/2018,גלובלית,0,1,9,20,93,34,24,44,107,104,54,16,0,0
06/01/2018,גלובלית,0,5,37,250,464,453,398,296,402,364,94,15,0,0
07/01/2018,גלובלית,0,3,66,261,425,535,580,567,479,327,131,19,0,0
08/01/2018,גלובלית,0,3,68,281,443,552,598,584,507,379,145,15,0,0
09/01/2018,גלובלית,0,4,67,260,396,411,367,418,489,406,159,20,0,0
10/01/2018,גלובלית,1,3,60,143,229,294,539,521,339,253,107,19,0,0
11/01/2018,גלובלית,0,4,65,260,424,560,606,596,521,385,161,15,0,0
12/01/2018,גלובלית,0,3,77,226,360,482,399,242,319,242,122,27,0,0
13/01/2018,גלובלית,0,4,72,271,430,541,594,576,500,364,162,25,0,0
14/01/2018,גלובלית,0,3,47,298,400,155,512,241,476,314,50,11,0,0
15/01/2018,גלובלית,0,3,86,204,427,378,305,358,271,214,128,27,0,0
16/01/2018,גלובלית,0,4,83,148,346,352,370,475,476,290,136,40,0,0
17/01/2018,גלובלית,0,3,51,93,221,288,406,339,310,122,79,25,0,0
18/01/2018,גלובלית,0,2,9,73,319,258,338,218,240,210,166,29,1,0
19/01/2018,גלובלית,0,3,14,171,260,243,221,206,314,262,76,20,0,0
20/01/2018,גלובלית,0,4,65,274,345,367,290,321,528,326,129,48,0,0
21/01/2018,גלובלית,0,5,65,296,477,596,651,640,518,423,219,31,0,0
22/01/2018,גלובלית,0,2,119,230,414,544,501,480,477,315,115,31,0,0
23/01/2018,גלובלית,0,4,33,80,219,281,199,228,199,180,81,22,1,0
24/01/2018,גלובלית,0,3,28,111,181,242,257,243,227,142,144,32,0,0
25/01/2018,גלובלית,0,1,12,124,145,132,170,58,41,17,11,21,1,0
26/01/2018,גלובלית,0,2,36,77,231,69,30,84,51,101,32,26,1,0
27/01/2018,גלובלית,0,5,101,320,493,620,498,246,108,42,80,61,1,0
28/01/2018,גלובלית,0,6,58,153,300,255,266,442,311,277,181,33,1,0
29/01/2018,גלובלית,0,4,74,57,109,563,344,441,180,284,274,44,1,0
30/01/2018,גלובלית,0,6,96,246,346,292,249,398,413,424,264,47,1,0
31/01/2018,גלובלית,0,5,94,329,497,619,677,598,598,452,277,54,1,0
01/02/2018,גלובלית,0,6,112,326,502,620,673,668,586,449,276,53,2,0
02/02/2018,גלובלית,0,6,117,337,509,628,673,671,600,459,276,58,2,0
03/02/2018,גלובלית,0,7,109,302,485,631,681,680,546,449,256,68,2,0
04/02/2018,גלובלית,0,6,74,278,415,595,685,666,603,439,143,42,3,0
05/02/2018,גלובלית,0,7,83,224,274,309,386,329,257,276,143,21,0,0
06/02/2018,גלובלית,0,5,44,113,239,352,355,473,555,456,271,72,3,0
07/02/2018,גלובלית,0,9,115,268,469,526,593,557,533,406,259,72,1,0
08/02/2018,גלובלית,0,6,122,246,429,315,485,475,278,191,125,41,2,0
09/02/2018,גלובלית,0,12,110,278,445,610,656,640,505,337,167,58,1,0
10/02/2018,גלובלית,0,9,112,234,415,441,520,587,480,278,156,50,2,0
11/02/2018,גלובלית,0,5,57,110,249,212,257,247,143,90,59,21,1,0
12/02/2018,גלובלית,0,4,32,95,191,464,473,358,410,169,74,16,1,0
13/02/2018,גלובלית,0,3,12,39,255,519,671,526,301,466,122,55,4,0
14/02/2018,גלובלית,1,6,99,202,288,552,650,499,609,103,131,93,5,0
15/02/2018,גלובלית,0,10,72,174,378,410,546,596,413,270,200,126,13,0
16/02/2018,גלובלית,0,11,112,295,485,621,685,688,513,411,254,82,4,0
17/02/2018,גלובלית,0,2,15,156,164,216,130,100,93,84,68,54,4,0
18/02/2018,גלובלית,0,17,79,201,270,218,268,250,186,265,167,79,6,0
19/02/2018,גלובלית,0,15,196,437,458,534,515,542,409,437,256,113,4,0
20/02/2018,גלובלית,0,17,163,379,363,504,648,724,568,455,280,93,9,0
21/02/2018,גלובלית,0,23,192,450,709,560,262,719,709,559,344,89,6,0
22/02/2018,גלובלית,0,8,75,146,619,722,780,768,611,534,353,135,9,0
23/02/2018,גלובלית,0,13,94,286,568,646,687,729,394,227,158,117,10,0
24/02/2018,גלובלית,0,22,187,317,294,473,817,765,633,524,216,106,11,0
25/02/2018,גלובלית,0,20,101,344,579,570,562,575,393,188,82,62,6,0
26/02/2018,גלובלית,0,5,45,204,317,337,560,349,407,545,371,144,11,0
27/02/2018,גלובלית,0,18,223,450,375,511,744,744,512,421,311,139,18,0
28/02/2018,גלובלית,0,26,235,461,635,760,838,828,745,606,387,169,10,0
01/03/2018,גלובלית,0,32,226,429,596,701,746,762,692,564,378,157,12,0
02/03/2018,גלובלית,0,32,206,445,621,753,781,783,647,536,321,174,16,0
03/03/2018,גלובלית,0,48,216,462,651,764,808,786,690,588,384,176,13,0
04/03/2018,גלובלית,0,39,212,409,586,714,775,765,692,491,321,125,21,0
05/03/2018,גלובלית,0,41,216,417,589,704,764,752,682,535,346,159,17,0
06/03/2018,גלובלית,0,41,215,437,597,711,774,780,521,321,244,76,11,0
07/03/2018,גלובלית,0,53,304,479,678,790,840,821,745,605,387,164,16,0
08/03/2018,גלובלית,0,50,216,422,510,644,637,503,599,502,338,145,18,0
09/03/2018,גלובלית,0,44,265,394,471,408,699,869,631,451,238,95,35,0
10/03/2018,גלובלית,0,52,303,468,608,669,871,832,584,474,268,153,19,0
11/03/2018,גלובלית,1,59,249,259,400,416,616,745,536,463,220,106,24,0
12/03/2018,גלובלית,1,60,291,245,268,301,215,278,464,638,427,184,25,0
13/03/2018,גלובלית,2,77,218,468,475,596,856,792,784,649,420,244,29,0
14/03/2018,גלובלית,1,75,300,517,695,816,875,855,627,394,272,173,31,0
15/03/2018,גלובלית,1,86,251,314,584,676,660,587,408,257,170,110,34,0
16/03/2018,גלובלית,2,73,93,271,551,810,720,613,721,633,426,228,39,0
17/03/2018,גלובלית,2,96,332,553,732,820,883,876,805,661,464,248,31,0
18/03/2018,גלובלית,3,67,261,509,695,806,810,681,689,515,376,170,28,0
19/03/2018,גלובלית,3,91,302,517,700,826,885,870,771,621,424,204,33,0
20/03/2018,גלובלית,2,58,208,499,636,737,925,909,827,663,422,238,35,0
21/03/2018,גלובלית,4,102,318,532,712,834,889,876,795,650,452,226,35,0
22/03/2018,גלובלית,5,106,327,543,722,832,881,865,779,623,409,192,30,0
23/03/2018,גלובלית,4,102,290,542,708,804,794,641,475,422,183,77,13,0
24/03/2018,גלובלית,1,17,36,201,270,321,657,563,572,395,126,56,27,0
25/03/2018,גלובלית,7,106,363,431,462,511,354,763,817,677,474,245,44,0
26/03/2018,גלובלית,6,138,367,575,758,862,905,878,773,632,445,226,46,0
27/03/2018,גלובלית,6,117,325,541,729,844,916,907,824,677,477,247,49,0
28/03/2018,גלובלית,0,12,89,133,232,214,242,318,447,480,262,104,29,0
29/03/2018,גלובלית,2,45,223,467,606,700,511,537,533,390,169,71,23,0
30/03/2018,גלובלית,10,71,81,184,305,238,388,329,513,375,153,138,45,0
31/03/2018,גלובלית,14,166,416,656,807,802,915,955,662,632,491,265,61,0
01/04/2018,גלובלית,11,79,207,517,678,598,950,918,836,687,498,275,52,0
02/04/2018,גלובלית,14,175,396,601,765,885,933,929,795,619,488,219,54,0
03/04/2018,גלובלית,15,115,275,377,443,420,407,526,591,357,354,189,42,1
04/04/2018,גלובלית,17,183,409,624,791,899,950,934,849,705,511,273,51,0
05/04/2018,גלובלית,12,156,385,618,774,886,902,915,805,678,487,262,52,0
06/04/2018,גלובלית,20,178,402,615,789,900,943,918,823,680,493,265,53,0
07/04/2018,גלובלית,20,175,396,599,768,873,919,898,820,669,479,256,56,0
08/04/2018,גלובלית,25,103,320,493,719,880,800,918,530,412,302,259,53,1
09/04/2018,גלובלית,21,198,438,461,655,641,886,657,626,604,484,280,48,1
10/04/2018,גלובלית,7,62,315,487,438,278,932,669,780,514,356,173,30,1
11/04/2018,גלובלית,17,80,368,303,269,645,882,890,684,405,286,223,53,0
12/04/2018,גלובלית,25,168,362,379,757,773,727,816,831,646,472,249,59,1
13/04/2018,גלובלית,31,195,408,617,784,889,934,908,807,667,472,250,58,1
14/04/2018,גלובלית,39,219,434,642,806,918,957,934,845,699,500,274,57,1
15/04/2018,גלובלית,41,215,427,628,793,910,964,945,857,704,484,281,60,1
16/04/2018,גלובלית,44,226,449,654,826,935,985,976,884,728,522,298,69,1
17/04/2018,גלובלית,33,206,452,659,820,907,925,891,796,664,490,281,66,1
18/04/2018,גלובלית,41,214,438,641,798,901,940,903,813,674,479,264,67,1
19/04/2018,גלובלית,38,206,432,642,806,922,975,951,870,735,528,298,70,1
20/04/2018,גלובלית,38,167,408,617,794,905,699,783,549,405,235,128,41,2
21/04/2018,גלובלית,19,28,221,405,535,467,616,437,436,395,385,159,34,2
22/04/2018,גלובלית,69,240,279,639,818,930,894,908,873,745,522,319,74,2
23/04/2018,גלובלית,68,260,464,701,860,963,1005,978,892,735,547,322,75,2
24/04/2018,גלובלית,52,,482,685,845,940,972,954,860,716,518,294,77,2
25/04/2018,גלובלית,11,18,38,94,175,105,72,477,106,14,96,166,3,0
26/04/2018,גלובלית,13,13,48,112,332,657,918,703,507,137,17,23,21,3
27/04/2018,גלובלית,87,254,452,644,799,903,948,946,897,622,437,164,62,3
28/04/2018,גלובלית,33,146,346,414,806,920,967,947,851,713,559,320,78,4
29/04/2018,גלובלית,59,242,458,656,787,920,948,915,834,688,504,287,86,5
30/04/2018,גלובלית,67,269,487,684,843,945,980,874,836,704,463,305,82,4
01/05/2018,גלובלית,50,223,399,586,747,850,893,856,361,558,324,242,77,4
02/05/2018,גלובלית,51,212,410,424,846,902,940,909,821,672,484,272,82,4
03/05/2018,גלובלית,56,243,445,654,777,893,934,912,700,669,493,283,88,4
04/05/2018,גלובלית,67,252,468,631,679,398,221,699,438,271,228,63,45,4
05/05/2018,גלובלית,47,143,307,496,527,834,1030,1004,923,754,519,281,79,7
06/05/2018,גלובלית,17,61,126,255,669,686,602,770,800,485,233,160,44,2
07/05/2018,גלובלית,31,99,52,55,532,885,870,952,735,319,194,176,46,4
08/05/2018,גלובלית,25,119,36,179,69,172,425,709,616,545,409,230,102,7
09/05/2018,גלובלית,82,255,235,622,541,1039,818,906,870,661,519,323,100,5
10/05/2018,גלובלית,90,302,473,694,747,715,914,883,803,674,483,246,80,9
11/05/2018,גלובלית,101,304,519,709,838,864,898,956,857,650,511,226,68,6
12/05/2018,גלובלית,131,283,222,476,694,564,621,529,601,390,311,197,69,6
13/05/2018,גלובלית,68,122,321,502,618,543,773,633,550,551,319,261,77,10
14/05/2018,גלובלית,25,194,302,671,931,1028,1025,998,908,752,553,324,116,7
15/05/2018,גלובלית,91,117,248,737,800,987,1020,991,909,747,536,276,90,8
16/05/2018,גלובלית,98,326,537,732,881,978,1021,891,869,773,584,361,129,7
17/05/2018,גלובלית,115,325,543,737,889,985,1013,984,892,746,556,348,123,8
18/05/2018,גלובלית,108,316,528,721,871,966,1003,980,894,744,552,337,120,7
19/05/2018,גלובלית,96,292,509,679,830,889,939,935,845,717,527,299,112,9
20/05/2018,גלובלית,91,279,463,643,782,928,975,961,837,742,560,349,121,8
21/05/2018,גלובלית,102,150,414,707,864,958,1005,982,887,714,517,278,115,7
22/05/2018,גלובלית,46,179,218,241,398,450,718,689,732,664,506,256,78,7
23/05/2018,גלובלית,57,243,476,677,837,955,1006,1002,880,772,524,228,97,11
24/05/2018,גלובלית,96,313,522,694,834,962,1005,989,906,755,563,353,137,13
25/05/2018,גלובלית,90,276,446,599,839,840,977,963,871,718,527,312,123,15
26/05/2018,גלובלית,64,264,485,679,818,924,960,947,868,730,547,330,135,15
27/05/2018,גלובלית,84,291,502,690,838,928,966,940,857,719,537,347,152,23
28/05/2018,גלובלית,35,221,333,407,607,917,731,912,804,674,351,364,101,20
29/05/2018,גלובלית,63,254,231,501,572,689,855,925,881,732,577,283,114,13
30/05/2018,גלובלית,120,333,576,676,627,988,1038,812,556,527,369,231,131,14
31/05/2018,גלובלית,94,284,379,351,607,850,890,948,719,601,341,298,111,15
01/06/2018,גלובלית,119,320,448,526,702,960,996,853,665,618,489,196,94,18
02/06/2018,גלובלית,125,355,570,764,889,1022,1057,1019,876,665,547,375,98,19
03/06/2018,גלובלית,41,296,502,731,921,1014,999,987,895,722,461,261,122,19
04/06/2018,גלובלית,56,208,461,689,897,984,1039,804,522,429,288,199,92,17
05/06/2018,גלובלית,124,172,453,732,885,985,1023,1010,791,758,575,317,168,23
06/06/2018,גלובלית,134,350,545,724,872,961,1003,990,898,737,579,375,173,22
07/06/2018,גלובלית,98,269,471,662,812,910,939,929,841,707,511,296,113,17
08/06/2018,גלובלית,112,310,520,712,866,961,999,967,888,767,584,366,172,27
09/06/2018,גלובלית,136,347,561,751,903,999,1040,1016,933,800,613,393,184,24
10/06/2018,גלובלית,122,286,527,710,866,972,1013,1020,938,807,627,372,186,22
11/06/2018,גלובלית,102,246,532,600,684,770,819,870,736,652,493,325,101,19
12/06/2018,גלובלית,88,149,276,651,894,904,884,814,548,650,414,314,120,20
13/06/2018,גלובלית,117,297,554,738,900,976,1015,881,662,306,243,255,82,15
14/06/2018,גלובלית,115,217,468,644,858,986,1034,1014,943,813,622,400,195,26
15/06/2018,גלובלית,131,308,530,728,880,989,1039,1024,943,800,610,395,191,27
16/06/2018,גלובלית,115,312,519,703,855,945,964,951,873,751,472,177,45,11
17/06/2018,גלובלית,109,247,378,734,876,972,1007,987,918,789,595,398,158,19
18/06/2018,גלובלית,121,285,547,678,850,867,772,928,747,785,468,330,140,20
19/06/2018,גלובלית,102,302,566,479,406,906,1045,1015,935,797,611,402,194,29
20/06/2018,גלובלית,116,332,492,737,841,945,990,1011,902,797,559,396,155,25
21/06/2018,גלובלית,123,312,492,685,740,952,967,946,754,642,565,346,176,29
22/06/2018,גלובלית,105,269,415,688,870,964,998,972,888,756,584,349,175,29
23/06/2018,גלובלית,114,294,436,727,873,970,1011,991,917,777,609,401,198,25
24/06/2018,גלובלית,96,268,516,728,877,980,1020,1004,845,578,527,313,175,32
25/06/2018,גלובלית,129,172,414,519,936,1026,1027,995,927,783,621,411,134,25
26/06/2018,גלובלית,84,251,389,482,730,998,1021,1008,930,805,627,361,153,26
27/06/2018,גלובלית,120,335,550,737,880,989,1038,1010,927,808,623,406,192,29
28/06/2018,גלובלית,107,300,501,697,848,959,996,1000,903,572,266,135,73,16
29/06/2018,גלובלית,101,213,484,674,812,847,719,1043,735,612,492,314,161,29
30/06/2018,גלובלית,71,137,137,131,221,725,913,864,773,796,612,406,198,33
01/07/2018,גלובלית,110,332,547,628,886,1006,1029,1005,940,776,618,429,176,37
02/07/2018,גלובלית,68,230,512,723,879,979,1022,1010,933,800,586,267,167,35
03/07/2018,גלובלית,85,293,555,693,878,979,1020,1007,937,804,625,388,177,29
04/07/2018,גלובלית,100,304,518,706,860,963,1010,994,920,790,609,394,195,26
05/07/2018,גלובלית,77,279,534,714,871,978,1033,1016,935,806,627,408,196,30
06/07/2018,גלובלית,90,317,544,724,878,981,1027,1010,929,800,623,408,196,26
07/07/2018,גלובלית,109,316,533,721,883,991,1043,1028,953,823,640,426,215,32
08/07/2018,גלובלית,131,315,532,720,870,984,1036,1026,954,823,637,417,207,30
09/07/2018,גלובלית,89,319,528,723,879,983,1040,1049,968,836,642,421,202,32
10/07/2018,גלובלית,95,276,452,741,884,998,1045,1026,954,820,547,356,177,23
11/07/2018,גלובלית,92,306,505,646,866,977,1034,1027,896,806,601,322,111,21
12/07/2018,גלובלית,109,313,449,724,801,843,889,844,696,684,511,257,191,24
13/07/2018,גלובלית,99,308,534,709,833,705,871,792,672,486,369,210,89,17
14/07/2018,גלובלית,60,303,543,735,857,970,981,978,926,737,585,369,119,19
15/07/2018,גלובלית,45,109,291,446,648,729,953,988,913,783,609,388,173,19
16/07/2018,גלובלית,84,282,493,684,829,942,990,981,909,784,611,397,151,18
17/07/2018,גלובלית,85,193,519,706,855,958,1016,992,919,790,607,396,169,16
18/07/2018,גלובלית,92,299,512,701,861,974,1021,1005,931,802,619,368,172,16
19/07/2018,גלובלית,63,133,295,490,762,984,1012,1003,915,590,418,252,133,18
20/07/2018,גלובלית,125,226,520,643,878,935,917,924,699,628,416,297,111,20
21/07/2018,גלובלית,111,342,523,690,770,849,765,730,733,573,454,265,165,16
22/07/2018,גלובלית,72,243,502,700,853,955,1009,1014,897,726,565,272,108,14
23/07/2018,גלובלית,85,279,499,697,878,981,1018,1020,859,794,609,401,165,15
24/07/2018,גלובלית,76,264,480,672,823,929,977,976,895,765,579,362,145,18
25/07/2018,גלובלית,63,234,453,657,810,905,955,957,877,738,550,337,127,16
26/07/2018,גלובלית,75,234,386,700,837,960,948,835,803,779,568,291,118,13
